x,y,sensor
3.4749899937159183,-9.5133223340751,ds5
3.475000011858439,-7.538330399499699,ds6
2.738963151397482,-6.299365307242734,ds7
-0.22999215139347862,-5.789073848887091,ds1
-3.474999999964746,-7.519063961702549,ds2
-1.7877230228218057,-10.806784945946333,ds3
1.4999979614219787,-10.389291327940278,ds4
3.4749900539795386,-9.49405605426011,ds5
3.4750000001598895,-7.5190639617025505,ds6
3.4750089848222965,-5.544052938302234,ds7
-0.22999199318650732,-5.769855270070594,ds1
-3.4749999999135928,-7.499845138764808,ds2
-1.7877233032218633,-10.78756631749438,ds3
1.4999978755077068,-10.38929082299768,ds4
3.4749898737898914,-9.474837137046993,ds5
3.4750000002122183,-7.49984513876481,ds6
3.475009165117858,-5.52483384915466,ds7
-0.22999190567202055,-5.750662525793961,ds1
-3.47499999989595,-7.480652220727725,ds2
-1.7877234493959033,-10.768373459385371,ds3
1.4999977892617427,-10.389291362628697,ds4
3.474989774232845,-9.455644205698828,ds5
3.475000000230538,-7.480652220727727,ds6
3.475009264712247,-5.505640745277223,ds7
-0.2299918247844348,-5.731460399124073,ds1
-3.474999999891887,-7.461449926134352,ds2
-1.7877235830057998,-10.749171211365997,ds3
1.4999977022258455,-10.38929126768802,ds4
3.474989682212291,-9.436441906120798,ds5
3.475000000235242,-7.461449926134354,ds6
3.4750093567428717,-5.486438271617328,ds7
-0.22999174907585163,-5.712261494748496,ds1
-3.4749999998889907,-7.442250858252649,ds2
-1.7877237067796934,-10.729972179460644,ds3
1.499997614428301,-10.389291392244097,ds4
3.4749895961016968,-9.417242839926047,ds5
3.475000000238751,-7.442250858252651,ds6
3.4750094428611145,-5.4672390298198374,ds7
-0.22999167833351386,-5.693061472123808,ds1
-3.4749999998922827,-7.423050676267696,ds2
-1.787723821132205,-10.710772023210275,ds3
1.4999975258103744,-10.389291442417301,ds4
3.4749895156474713,-9.398042666104795,ds5
3.4750000002360437,-7.423050676267698,ds6
3.475009523310532,-5.448038678767541,ds7
-0.22999160803891905,-5.673861834304125,ds1
-3.474999999896556,-7.403850878700578,ds2
-1.7877239346370308,-10.691572249695144,ds3
1.4999974363575344,-10.38929151798359,ds4
3.474989435702289,-9.378842878045335,ds5
3.4750000002323636,-7.40385087870058,ds6
3.475009603248961,-5.428838711809154,ds7
-0.22999153275463247,-5.654662069650218,ds1
-3.4749999998974737,-7.384650948469979,ds2
-1.78772405761482,-10.672372352149926,ds3
1.4999973460651277,-10.389291584906179,ds4
3.4749893500679105,-9.359642952472763,ds5
3.475000000232094,-7.3846509484699805,ds6
3.4750096888834725,-5.409638605651637,ds7
-0.22999145069859828,-5.635462358374406,ds1
-3.4749999998929475,-7.36545106402166,ds2
-1.787724193446458,-10.653172512416775,ds3
1.499997254948656,-10.389291654773764,ds4
3.4749892567143656,-9.34044306578737,ds5
3.4750000002373422,-7.365451064021662,ds6
3.475009782248266,-5.390438536722052,ds7
-0.2299913652553256,-5.616262635503322,ds1
-3.474999999885732,-7.346251163778224,ds2
-1.787724335707685,-10.633972662505487,ds3
1.4999971630195772,-10.389291723639003,ds4
3.4749891594996036,-9.321243160258252,ds5
3.4750000002453247,-7.346251163778226,ds6
3.475009879479794,-5.37123844731801,ds7
-0.22999128208659703,-5.59706291662258,ds1
-3.474999999880797,-7.327051268979848,ds2
-1.7877244736528255,-10.614772812903347,ds3
1.4999970702706715,-10.389291792845174,ds4
3.4749890648766426,-9.302043263585821,ds5
3.475000000251023,-7.32705126897985,ds6
3.4750099741149523,-5.35203836513557,ds7
-0.2299912043041874,-5.577863191321451,ds1
-3.4749999998811907,-7.307851372300751,ds2
-1.8038941911569446,-10.61174254013281,ds3
1.499996976675113,-10.389291861935092,ds4
3.474988976391435,-9.282843372017075,ds5
3.4750000002513564,-7.307851372300753,ds6
3.4750100626015863,-5.3328382863742805,ds7
-0.22999112981406755,-5.558663464258834,ds1
-3.4749999998854157,-7.288651476275843,ds2
-1.8230938657410063,-10.611742224219793,ds3
1.4999968822029413,-10.389291931064818,ds4
3.47498889165659,-9.263643485729494,ds5
3.4750000002478414,-7.288651476275845,ds6
3.475010147330142,-5.313638211148644,ds7
-0.2299910530940774,-5.539463740089564,ds1
-3.474999999888711,-7.269451580023502,ds2
-1.6770073546709325,-10.446455721534296,ds3
1.4999967868398607,-10.389292000180955,ds4
3.4749888043780457,-9.244443597561688,ds5
3.4750000002452923,-7.269451580023504,ds6
3.4750102346043663,-5.294438132258999,ds7
-0.22999096989117684,-5.520264023363455,ds1
-3.474999999887107,-7.250251683847379,ds2
-1.6770075066836947,-10.427255881123822,ds3
1.499996690592747,-10.389292069301783,ds4
3.4749887097089145,-9.225243702963548,ds5
3.4750000002477197,-7.250251683847381,ds6
3.4750103292792183,-5.27523804516091,ds7
-0.22999088083800556,-5.501064313335075,ds1
-3.4749999998808088,-7.231051787650101,ds2
-1.6783445924552678,-10.409392973582388,ds3
1.4999965934770203,-10.389292138421542,ds4
3.4749886083710004,-9.206043802544082,ds5
3.4750000002549175,-7.231051787650102,ds6
3.4750104306324765,-5.256037950494647,ds7
-0.22999079090793706,-5.481864605054704,ds1
-3.4749999998740133,-7.211851891459333,ds2
-1.697544397845644,-10.40939278480167,ds3
1.499996495496692,-10.389292207541724,ds4
3.474988506033058,-9.186843901995701,ds5
3.4750000002626393,-7.211851891459335,ds6
3.475010532986844,-5.236837853969184,ds7
-0.22999070517390852,-5.462664893452315,ds1
-3.4749999998713434,-7.192651995260287,ds2
-1.7167442099453363,-10.409392601839688,ds3
1.4999963966340637,-10.389292276661374,ds4
3.4749884084765887,-9.167644007102814,ds5
3.475000000266209,-7.192651995260289,ds6
3.4750106305514037,-5.217637761342949,ds7
-0.22999062448182506,-5.4434651777272185,ds1
-3.4749999998739023,-7.173452099066898,ds2
-1.9382925895320111,-10.611740985456764,ds3
1.4999962968578542,-10.389292345781252,ds4
3.474988316664936,-9.14844411887398,ds5
3.4750000002645125,-7.1734520990669,ds6
3.475010722360574,-5.198437673564181,ds7
-0.2299905447242967,-5.424265462007606,ds1
-3.474999999878345,-7.1542522028747255,ds2
-1.957492382371287,-10.611740781388836,ds3
1.4999961961428236,-10.389292414901202,ds4
3.4749882259161575,-9.12924423264806,ds5
3.4750000002609385,-7.154252202874727,ds6
3.475010813103119,-5.179237585914432,ds7
-0.22999046033269788,-5.405065751861313,ds1
-3.4749999998797185,-7.135052306678206,ds2
-1.9766921650691969,-10.6117405662316,ds3
1.4999960944841957,-10.389292484021064,ds4
3.474988129883561,-9.110044342077572,ds5
3.4750000002605,-7.135052306678208,ds6
3.475010909135827,-5.160037492026578,ds7
-0.22999036901360448,-5.385866049576704,ds1
-3.474999999875689,-7.115852410484895,ds2
-1.9958919328342875,-10.61174033521377,ds3
1.4999959918945869,-10.389292553141296,ds4
3.4749880259539188,-9.090844444544228,ds5
3.4750000002655606,-7.115852410484897,ds6
3.4750110130766836,-5.140837389302801,ds7
-0.22999027369575553,-5.366666352212937,ds1
-3.474999999868519,-7.096652514294744,ds2
-2.0150916913875503,-10.611740094068347,ds3
1.4999958883860514,-10.389292622261824,ds4
3.47498791746591,-9.071644543374605,ds5
3.4750000002738255,-7.096652514294746,ds6
3.4750111215823902,-5.121637281098408,ds7
-0.22999018002969285,-5.347466654116173,ds1
-3.4749999998631527,-7.077452618098411,ds2
-2.034291452152182,-10.611739854203138,ds3
1.499995783952545,-10.389292691382028,ds4
3.4749878108597594,-9.052444645005625,ds5
3.475000000280289,-7.0774526180984125,ds6
3.4750112282026375,-5.102437173848321,ds7
-0.22999009156907535,-5.328266951764543,ds1
-3.4749999998629892,-7.05825272190135,ds2
-2.0534912224878448,-10.611739622956925,ds3
1.4999956785677313,-10.389292760502101,ds4
3.4749877101851308,-9.033244753518751,ds5
3.4750000002815065,-7.058252721901352,ds6
3.475011328880822,-5.083237071588261,ds7
-0.22999000673794168,-5.309067246771738,ds1
-3.474999999867001,-7.039052825709687,ds2
-2.072690999323158,-10.611739397232853,ds3
1.499995572200008,-10.389292829622388,ds4
3.474987613645064,-9.014044867154745,ds5
3.4750000002785226,-7.039052825709689,ds6
3.475011425416014,-5.064036972493684,ds7
-0.22998992016640485,-5.289867544517088,ds1
-3.4749999998706063,-7.019852929515438,ds2
-2.091890771652598,-10.611739165999982,ds3
1.4999954648319451,-10.389292898742625,ds4
3.47498751511897,-8.994844979802465,ds5
3.475000000275984,-7.01985292951544,ds6
3.475011523938166,-5.0448368704092195,ds7
-0.22998982725756512,-5.270667849594142,ds1
-3.474999999869572,-7.000653033319294,ds2
-2.1110905298315807,-10.61173891961846,ds3
1.499995356467586,-10.389292967862968,ds4
3.474987409367976,-8.975645086219686,ds5
3.4750000002781816,-7.000653033319296,ds6
3.4750116296947997,-5.025636760092083,ds7
-0.22998972809606721,-5.251468161911211,ds1
-3.474999999863618,-6.98145313712867,ds2
-2.1302902738228697,-10.611738658072934,ds3
1.4999952471213924,-10.389293036983773,ds4
3.4749872964893207,-8.9564451864966,ds5
3.4750000002854007,-6.981453137128672,ds6
3.475011742589249,-5.006436641660816,ds7
-0.22998962736920636,-5.232268476768901,ds1
-3.4749999998566548,-6.962253240936358,ds2
-2.1494900133153223,-10.61173839104993,ds3
1.4999951367982494,-10.389293106104578,ds4
3.474987181825764,-8.937245285963874,ds5
3.4750000002936705,-6.962253240936359,ds6
3.4750118572707507,-4.987236520463859,ds7
-0.2299895303686985,-5.21306878888794,ds1
-3.4749999998534546,-6.943053344738183,ds2
-2.1686897594893644,-10.611738129709092,ds3
1.4999950254815446,-10.389293175225056,ds4
3.4749870714082407,-8.918045390664881,ds5
3.475000000298153,-6.943053344738185,ds6
3.475011967698613,-4.9680364025211174,ds7
-0.22998943847695852,-5.193869096927367,ds1
-3.4749999998555827,-6.923853448543829,ds2
-2.187889515419986,-10.61173787710332,ds3
1.4999949131395036,-10.389293244345609,ds4
3.4749869668115885,-8.898845502215915,ds5
3.475000000297257,-6.923853448543831,ds6
3.475012072294794,-4.948836289388541,ds7
-0.2299893479832169,-5.174669404624524,ds1
-3.474999999860072,-6.904653552352091,ds2
-2.207089273343368,-10.611737625439808,ds3
1.4999947997443497,-10.389293313466279,ds4
3.4749868638058627,-8.879645616413605,ds5
3.475000000294002,-6.904653552352093,ds6
3.4750121752953307,-4.929636176801113,ds7
-0.22998925323688701,-5.155469717631049,ds1
-3.4749999998619474,-6.885453656155929,ds2
-2.2262890211554733,-10.611737362599396,ds3
1.4999946852879928,-10.389293382586906,ds4
3.4749867559508676,-8.860445726818805,ds5
3.4750000002934396,-6.8854536561559305,ds6
3.47501228315061,-4.910436058293314,ds7
-0.2299891514532093,-5.136270038728107,ds1
-3.474999999858464,-6.8662537599621984,ds2
-2.245488752686593,-10.611737082429675,ds3
1.4999945697808825,-10.389293451707875,ds4
3.4749866400733325,-8.84124583025465,ds5
3.4750000002983565,-6.8662537599622,ds6
3.475012399039524,-4.8912359307035596,ds7
-0.22998904507782592,-5.117070365459578,ds1
-3.4749999998514447,-6.847053863772396,ds2
-2.26468847302594,-10.611736790033328,ds3
1.4999944532349918,-10.389293520829174,ds4
3.474986518961364,-8.822045929498769,ds5
3.475000000306899,-6.847053863772397,ds6
3.475012520170221,-4.872035796837169,ds7
-0.22998893969706335,-5.097870692234305,ds1
-3.474999999845727,-6.827853967576802,ds2
-2.283888194252713,-10.611736497474949,ds3
1.499994335645434,-10.389293589950256,ds4
3.4749863989820855,-8.802846030913454,ds5
3.475000000314153,-6.827853967576804,ds6
3.475012640165663,-4.852835663056575,ds7
-0.22998883927318015,-5.0786710151196885,ds1
-3.474999999845038,-6.808654071379229,ds2
-2.3030879251164746,-10.611736213482066,ds3
1.4999942169863612,-10.38929365907116,ds4
3.4749862846509174,-8.783646139043787,ds5
3.4750000003163266,-6.808654071379231,ds6
3.475012754502785,-4.833635533862807,ds7
-0.22998874276273296,-5.059471335199877,ds1
-3.474999999848831,-6.789454175187244,ds2
-2.3222876634849356,-10.611735935896816,ds3
1.4999940972246348,-10.389293728192214,ds4
3.4749861747778095,-8.76444625274042,ds5
3.4750000003139836,-6.789454175187246,ds6
3.4750128643727702,-4.814435408039111,ds7
-0.22998864499816873,-5.040271657655817,ds1
-3.4749999998527423,-6.770254278993628,ds2
-2.3414873980371063,-10.611735653370376,ds3
1.499993976339642,-10.389293797313286,ds4
3.4749860634727083,-8.745246366126695,ds5
3.4750000003115638,-6.7702542789936295,ds6
3.4750129756746375,-4.795235279658634,ds7
-0.2299885410813547,-5.0210719873837135,ds1
-3.4749999998523196,-6.751054382797414,ds2
-2.360687117813419,-10.611735354943178,ds3
1.4999938543323457,-10.389293866434478,ds4
3.4749859451533327,-8.726046473618403,ds5
3.475000000313597,-6.751054382797416,ds6
3.47501309399982,-4.776035143129942,ds7
-0.22998843054801,-5.0018723248426324,ds1
-3.474999999846802,-6.731854486606549,ds2
-2.379886821566182,-10.611735039388638,ds3
1.4999937312159064,-10.38929393555611,ds4
3.4749858192912786,-8.706846574681922,ds5
3.475000000320855,-6.731854486606551,ds6
3.475013219878277,-4.75683499794418,ds7
-0.22998831775552842,-4.982672665663695,ds1
-3.4749999998397767,-6.712654590415041,ds2
-2.3990865189053334,-10.611734716316192,ds3
1.4999936069958175,-10.389294004677835,ds4
3.474985690853366,-8.68764667427259,ds5
3.4750000003296853,-6.712654590415043,ds6
3.4750133483358097,-4.737634849075052,ds7
-0.22998820816463938,-4.963473004395949,ds1
-3.4749999998361147,-6.693454694217087,ds2
-2.418286222136035,-10.611734398009622,ds3
1.4999934816564986,-10.389294073799284,ds4
3.4749855660632454,-8.668446778623835,ds5
3.475000000335127,-6.693454694217089,ds6
3.4750134731387434,-4.718434702734845,ds7
-0.22998810368118483,-4.944273339175081,ds1
-3.4749999998378334,-6.674254798022026,ds2
-2.437485935706156,-10.611734088893943,ds3
1.49999335516576,-10.389294142920727,ds4
3.474985447092357,-8.649246889948625,ds5
3.475000000335132,-6.6742547980220275,ds6
3.4750135921115106,-4.699234561076278,ds7
-0.22998800102534456,-4.92507367331185,ds1
-3.4749999998423666,-6.655054901830522,ds2
-2.456685652300526,-10.611733781624375,ds3
1.4999932274933268,-10.38929421204228,ds4
3.4749853302018696,-8.630047004539065,ds5
3.475000000332317,-6.655054901830524,ds6
3.475013708998231,-4.680034420325621,ds7
-0.22998789451748358,-4.905874012489713,ds1
-3.4749999998447647,-6.635855005634844,ds2
-2.4758853589502463,-10.611733463212738,ds3
1.4999930986276473,-10.389294281163865,ds4
3.474985208918394,-8.610847115925592,ds5
3.4750000003317263,-6.635855005634846,ds6
3.4750138302824904,-4.660834273980003,ds7
-0.22998778090718575,-4.886674359956869,ds1
-3.4749999998419057,-6.616655109440742,ds2
-2.495085048025678,-10.61173312604311,ds3
1.499992968576688,-10.389294350285768,ds4
3.474985079537877,-8.591647220401931,ds5
3.475000000336546,-6.616655109440744,ds6
3.4750139596747758,-4.641634118342656,ds7
-0.2299876621339254,-4.867474713765291,ds1
-3.474999999835147,-6.597455213251222,ds2
-2.514284723793287,-10.611732774396515,ds3
1.499992837352006,-10.389294419408028,ds4
3.4749849442715535,-8.57244732017077,ds5
3.4750000003453847,-6.597455213251224,ds6
3.475014094961042,-4.6224339556421885,ds7
-0.22998754366738416,-4.848275068439378,ds1
-3.4749999998291794,-6.578255317056448,ds2
-2.533484398848415,-10.611732420854551,ds3
1.4999927049496866,-10.389294488530174,ds4
3.4749848093536846,-8.553247421460448,ds5
3.475000000353458,-6.57825531705645,ds6
3.475014229897356,-4.603233792108782,ds7
-0.22998742984120657,-4.829075419672916,ds1
-3.4749999998280257,-6.559055420858502,ds2
-2.5526840833606372,-10.611732075563518,ds3
1.4999925713443785,-10.389294557652136,ds4
3.4749846797230295,-8.534047529237153,ds5
3.4750000003566663,-6.5590554208585035,ds6
3.4750143595366634,-4.58403363266622,ds7
-0.22998732015409873,-4.809875768010487,ds1
-3.4749999998316126,-6.539855524666076,ds2
-2.571883910479184,-10.61173187164675,ds3
1.49999243650149,-10.389294626774172,ds4
3.474984554807457,-8.514847642972043,ds5
3.4750000003550863,-6.539855524666078,ds6
3.475014484451262,-4.564833476716307,ds7
-0.22998720968884978,-4.79067611838704,ds1
-3.4749999998358447,-6.520655628473068,ds2
-2.6077278660705057,-10.628375794940752,ds3
1.4999923003971782,-10.389294695896268,ds4
3.474984429002146,-8.495647757078036,ds5
3.4750000003529045,-6.52065562847307,ds6
3.4750146102544415,-4.545633318615807,ds7
-0.22998709329178757,-4.771476475956042,ds1
-3.4749999998360854,-6.50145573227692,ds2
-2.6102354113048944,-10.611683306610905,ds3
1.4999921630290896,-10.389294765018533,ds4
3.474984296433497,-8.47644786568133,ds5
3.4750000003548562,-6.501455732276922,ds6
3.475014742829384,-4.526433152476628,ds7
-0.22998696995384438,-4.752276841723238,ds1
-3.474999999831109,-6.482255836085796,ds2
-2.6294350680507383,-10.611682928545248,ds3
1.4999920244087135,-10.38929483414121,ds4
3.4749841559521624,-8.457247967629247,ds5
3.475000000362189,-6.482255836085797,ds6
3.4750148833279595,-4.507232977166552,ds7
-0.22998684366149114,-4.733077211691701,ds1
-3.474999999824143,-6.463055939895058,ds2
-2.648634582120561,-10.611682406557485,ds3
1.4999918845418656,-10.389294903264059,ds4
3.4749840121022695,-8.438048067455464,ds5
3.475000000371604,-6.46305593989506,ds6
3.475015027199363,-4.4880327972375635,ds7
-0.2299867199932355,-4.713877580290362,ds1
-3.474999999820119,-6.443856043697495,ds2
-2.6678342351357203,-10.611682022247113,ds3
1.4999917434138978,-10.389294972386715,ds4
3.474983871241787,-8.418848171525385,ds5
3.4750000003780617,-6.4438560436974965,ds6
3.475015168075425,-4.46883261903597,ds7
-0.2299866013603682,-4.694677945149113,ds1
-3.474999999821472,-6.424656147501747,ds2
-2.6870338988850855,-10.6116816473791,ds3
1.499991600992266,-10.389295041509303,ds4
3.474983736118269,-8.399648282627751,ds5
3.475000000379077,-6.424656147501749,ds6
3.4750153032035596,-4.449632445290456,ds7
-0.22998648494460272,-4.675478309121517,ds1
-3.4749999998260686,-6.4054562513103495,ds2
-2.7062335666984785,-10.611681275253058,ds3
1.4999914572442299,-10.389295110631968,ds4
3.474983603518875,-8.380448397584995,ds5
3.475000000376835,-6.405456251310351,ds6
3.4750154358010463,-4.430432272753535,ds7
-0.2299863650896794,-4.656278677870928,ds1
-3.474999999829028,-6.386256355115247,ds2
-2.7254332248600166,-10.611680892129904,ds3
1.4999913121546395,-10.389295179754733,ds4
3.474983466996764,-8.361248509957372,ds5
3.4750000003763324,-6.386256355115249,ds6
3.4750155723248417,-4.411232094945047,ds7
